,id,album,name,artist,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
29,1cf4fhBrwUmJMETgclw2rS,The Distance To Here,The Distance,Live,False,37,0.522,0.784,6,-5.933,1,0.0244,6.35e-05,5.42e-05,0.111,0.707,97.019,audio_features,spotify:track:1cf4fhBrwUmJMETgclw2rS,https://api.spotify.com/v1/tracks/1cf4fhBrwUmJMETgclw2rS,https://api.spotify.com/v1/audio-analysis/1cf4fhBrwUmJMETgclw2rS,3.851783333333333,4
30,5e3YOg6fIkP0wD5TyxcHOH,Vivid (Expanded Edition),Cult of Personality,Living Colour,False,68,0.504,0.918,0,-3.463,1,0.0517,0.00164,2.12e-05,0.78,0.539,92.031,audio_features,spotify:track:5e3YOg6fIkP0wD5TyxcHOH,https://api.spotify.com/v1/tracks/5e3YOg6fIkP0wD5TyxcHOH,https://api.spotify.com/v1/audio-analysis/5e3YOg6fIkP0wD5TyxcHOH,4.913783333333333,4
31,2XyU7gwELovG2Nqo9UYBGp,Vivid (Expanded Edition),Glamour Boys,Living Colour,False,42,0.511,0.913,0,-4.379,0,0.0323,0.0273,0.00569,0.0864,0.856,121.451,audio_features,spotify:track:2XyU7gwELovG2Nqo9UYBGp,https://api.spotify.com/v1/tracks/2XyU7gwELovG2Nqo9UYBGp,https://api.spotify.com/v1/audio-analysis/2XyU7gwELovG2Nqo9UYBGp,3.6688833333333335,4
32,3rRyi9oUCySTZvuN3Ma4uV,Pride,Solace of You,Living Colour,False,38,0.686,0.756,2,-6.952,1,0.0354,0.479,0.000189,0.136,0.749,120.36,audio_features,spotify:track:3rRyi9oUCySTZvuN3Ma4uV,https://api.spotify.com/v1/tracks/3rRyi9oUCySTZvuN3Ma4uV,https://api.spotify.com/v1/audio-analysis/3rRyi9oUCySTZvuN3Ma4uV,3.592216666666667,4
33,6J7BvGTh7AVL2fo10YCoc1,Finest,"New York, New York",Liza Minnelli,False,44,0.549,0.384,1,-9.689,1,0.0431,0.69,0.0,0.129,0.538,108.371,audio_features,spotify:track:6J7BvGTh7AVL2fo10YCoc1,https://api.spotify.com/v1/tracks/6J7BvGTh7AVL2fo10YCoc1,https://api.spotify.com/v1/audio-analysis/6J7BvGTh7AVL2fo10YCoc1,3.28755,4
34,6tdSdLJl9bjCSuxhqGKRMO,Cabaret (Original Soundtrack Recording),Mein Herr,Liza Minnelli,False,42,0.586,0.269,7,-13.848,1,0.308,0.772,0.0,0.299,0.647,82.204,audio_features,spotify:track:6tdSdLJl9bjCSuxhqGKRMO,https://api.spotify.com/v1/tracks/6tdSdLJl9bjCSuxhqGKRMO,https://api.spotify.com/v1/audio-analysis/6tdSdLJl9bjCSuxhqGKRMO,3.55845,4
35,7AFy1aN1RQVgGOXzCtrK87,Cabaret (Original Soundtrack Recording),Cabaret,Liza Minnelli,False,47,0.583,0.232,5,-13.734,1,0.0823,0.916,0.0,0.424,0.638,108.723,audio_features,spotify:track:7AFy1aN1RQVgGOXzCtrK87,https://api.spotify.com/v1/tracks/7AFy1aN1RQVgGOXzCtrK87,https://api.spotify.com/v1/audio-analysis/7AFy1aN1RQVgGOXzCtrK87,3.52,4
36,50PeqUz1BjMw9ayNTk5O4d,Best! The Singles 16 Tracks,I've Been Thinking About You,Londonbeat,False,68,0.678,0.659,11,-12.695,0,0.0396,0.0236,0.00192,0.0744,0.899,113.542,audio_features,spotify:track:50PeqUz1BjMw9ayNTk5O4d,https://api.spotify.com/v1/tracks/50PeqUz1BjMw9ayNTk5O4d,https://api.spotify.com/v1/audio-analysis/50PeqUz1BjMw9ayNTk5O4d,3.83445,4
37,4QGUlo1swUpXduW23JM57S,Harmony,You Bring On The Sun,Londonbeat,False,47,0.703,0.847,2,-10.847,0,0.0292,0.133,0.00021,0.315,0.966,118.469,audio_features,spotify:track:4QGUlo1swUpXduW23JM57S,https://api.spotify.com/v1/tracks/4QGUlo1swUpXduW23JM57S,https://api.spotify.com/v1/audio-analysis/4QGUlo1swUpXduW23JM57S,3.59,4
38,2bUUMb6Xo8G1hhBjzXlb5b,Lust (Special Remastered Band Edition),I Sit on Acid,Lords Of Acid,True,42,0.55,0.972,3,-2.622,0,0.0355,1.76e-06,0.784,0.125,0.556,119.377,audio_features,spotify:track:2bUUMb6Xo8G1hhBjzXlb5b,https://api.spotify.com/v1/tracks/2bUUMb6Xo8G1hhBjzXlb5b,https://api.spotify.com/v1/audio-analysis/2bUUMb6Xo8G1hhBjzXlb5b,5.87645,4
39,6ntk852wkwSm7F1vfmAl8a,Lust (Special Remastered Band Edition),The Most Wonderful Girl,Lords Of Acid,True,27,0.511,0.953,10,-4.846,0,0.0371,1.21e-05,0.657,0.397,0.617,124.888,audio_features,spotify:track:6ntk852wkwSm7F1vfmAl8a,https://api.spotify.com/v1/tracks/6ntk852wkwSm7F1vfmAl8a,https://api.spotify.com/v1/audio-analysis/6ntk852wkwSm7F1vfmAl8a,4.758666666666667,4
40,0uMMLry3hzWGn3q3loqMkm,La Bamba / Charlena,La Bamba,Los Lobos,False,70,0.506,0.764,0,-12.239,1,0.046,0.144,0.00025,0.247,0.868,156.336,audio_features,spotify:track:0uMMLry3hzWGn3q3loqMkm,https://api.spotify.com/v1/tracks/0uMMLry3hzWGn3q3loqMkm,https://api.spotify.com/v1/audio-analysis/0uMMLry3hzWGn3q3loqMkm,2.9031166666666666,4
41,7lAVmqRbm79nGN4auDjJ9b,La Bamba (Original Motion Picture Soundtrack),"Come On, Let's Go",Los Lobos,False,49,0.41,0.814,9,-9.053,1,0.0373,0.104,0.00613,0.0959,0.766,176.35,audio_features,spotify:track:7lAVmqRbm79nGN4auDjJ9b,https://api.spotify.com/v1/tracks/7lAVmqRbm79nGN4auDjJ9b,https://api.spotify.com/v1/audio-analysis/7lAVmqRbm79nGN4auDjJ9b,1.9993333333333334,4
42,5jdOBtS2ujKQLiF3T467QP,La Bamba (Original Motion Picture Soundtrack),We Belong Together,Los Lobos,False,54,0.608,0.195,5,-15.95,1,0.0313,0.835,0.0,0.296,0.517,113.523,audio_features,spotify:track:5jdOBtS2ujKQLiF3T467QP,https://api.spotify.com/v1/tracks/5jdOBtS2ujKQLiF3T467QP,https://api.spotify.com/v1/audio-analysis/5jdOBtS2ujKQLiF3T467QP,1.99555,3
43,1qCQTy0fTXerET4x8VHyr9,What A Wonderful World,What A Wonderful World,Louis Armstrong,False,4,0.399,0.258,5,-16.028,1,0.033,0.792,1.86e-06,0.128,0.192,108.174,audio_features,spotify:track:1qCQTy0fTXerET4x8VHyr9,https://api.spotify.com/v1/tracks/1qCQTy0fTXerET4x8VHyr9,https://api.spotify.com/v1/audio-analysis/1qCQTy0fTXerET4x8VHyr9,2.292,3
44,2PWqvgrJaXUdDJogj8YkpO,When You Are Smiling,Body and Soul,Louis Armstrong,False,13,0.291,0.149,1,-18.563,1,0.0502,0.87,5.84e-05,0.0624,0.361,74.672,audio_features,spotify:track:2PWqvgrJaXUdDJogj8YkpO,https://api.spotify.com/v1/tracks/2PWqvgrJaXUdDJogj8YkpO,https://api.spotify.com/v1/audio-analysis/2PWqvgrJaXUdDJogj8YkpO,4.6472,4
45,73xGJdrGW5KXcGI1pf41lp,Love Songs,I've Got You Babe,Lucky Dube,False,0,0.511,0.845,0,-4.853,1,0.0489,0.262,0.0,0.187,0.797,172.865,audio_features,spotify:track:73xGJdrGW5KXcGI1pf41lp,https://api.spotify.com/v1/tracks/73xGJdrGW5KXcGI1pf41lp,https://api.spotify.com/v1/audio-analysis/73xGJdrGW5KXcGI1pf41lp,4.045333333333334,4
46,0l2APxZVT09GOUnjwvlqTU,Prisoner,Remember Me,Lucky Dube,False,0,0.73,0.703,10,-7.729,1,0.0649,0.138,6.39e-06,0.0726,0.716,84.069,audio_features,spotify:track:0l2APxZVT09GOUnjwvlqTU,https://api.spotify.com/v1/tracks/0l2APxZVT09GOUnjwvlqTU,https://api.spotify.com/v1/audio-analysis/0l2APxZVT09GOUnjwvlqTU,4.39245,4
47,4dJ3VL6HEUhPVCQaAGMeRp,House of Exile,It's Not Easy,Lucky Dube,False,0,0.697,0.72,11,-4.658,1,0.0277,0.266,0.0,0.201,0.658,129.453,audio_features,spotify:track:4dJ3VL6HEUhPVCQaAGMeRp,https://api.spotify.com/v1/tracks/4dJ3VL6HEUhPVCQaAGMeRp,https://api.spotify.com/v1/audio-analysis/4dJ3VL6HEUhPVCQaAGMeRp,5.37555,4
48,28mv40MzspRZn0PBcO2itT,2 Fast 2 Furious (Soundtrack),Act A Fool,Ludacris,True,66,0.573,0.906,9,-2.408,1,0.325,0.229,0.0,0.183,0.775,110.64,audio_features,spotify:track:28mv40MzspRZn0PBcO2itT,https://api.spotify.com/v1/tracks/28mv40MzspRZn0PBcO2itT,https://api.spotify.com/v1/audio-analysis/28mv40MzspRZn0PBcO2itT,4.512216666666666,5
49,75l90Py7SZymvoQINih5ag,Chicken - N - Beer,Blow It Out,Ludacris,True,35,0.575,0.92,9,-4.215,1,0.316,0.055,0.0,0.122,0.872,77.473,audio_features,spotify:track:75l90Py7SZymvoQINih5ag,https://api.spotify.com/v1/tracks/75l90Py7SZymvoQINih5ag,https://api.spotify.com/v1/audio-analysis/75l90Py7SZymvoQINih5ag,4.08445,4
50,3NYWeHXkfrcYa4iXegFUR5,Colección De Oro,Desesperado,Luis Enrique,False,55,0.473,0.729,1,-8.699,1,0.0448,0.359,3.45e-06,0.0596,0.944,180.747,audio_features,spotify:track:3NYWeHXkfrcYa4iXegFUR5,https://api.spotify.com/v1/tracks/3NYWeHXkfrcYa4iXegFUR5,https://api.spotify.com/v1/audio-analysis/3NYWeHXkfrcYa4iXegFUR5,3.842,4
51,6CyqA8KDBXprJxkbwBVuIz,Yo Voy Pa Encima - Single,Yo Voy Pa Encima,Luis Enrique,False,44,0.743,0.938,7,-3.12,0,0.0433,0.177,0.0,0.451,0.752,103.042,audio_features,spotify:track:6CyqA8KDBXprJxkbwBVuIz,https://api.spotify.com/v1/tracks/6CyqA8KDBXprJxkbwBVuIz,https://api.spotify.com/v1/audio-analysis/6CyqA8KDBXprJxkbwBVuIz,3.449883333333333,4
52,48ljfLs5Otv5h1T06Wwc0O,Unlocked,Unlocked,Luna,False,8,0.83,0.87,4,-9.264,0,0.379,0.00757,0.745,0.0762,0.174,144.993,audio_features,spotify:track:48ljfLs5Otv5h1T06Wwc0O,https://api.spotify.com/v1/tracks/48ljfLs5Otv5h1T06Wwc0O,https://api.spotify.com/v1/audio-analysis/48ljfLs5Otv5h1T06Wwc0O,4.9901333333333335,4
53,3QugPPyx6pozjgTHOH7I3j,Romantica,Romantica,Luna,False,6,0.212,0.427,7,-9.857,1,0.0321,0.213,0.619,0.096,0.231,170.811,audio_features,spotify:track:3QugPPyx6pozjgTHOH7I3j,https://api.spotify.com/v1/tracks/3QugPPyx6pozjgTHOH7I3j,https://api.spotify.com/v1/audio-analysis/3QugPPyx6pozjgTHOH7I3j,5.21445,3
54,2e7mdvtdepwNHdEd0Y88My,Bizarre Fruit ( + Mixes),Search for the Hero,M People,False,51,0.637,0.727,3,-8.737,1,0.0394,0.0425,0.000111,0.0537,0.868,100.0,audio_features,spotify:track:2e7mdvtdepwNHdEd0Y88My,https://api.spotify.com/v1/tracks/2e7mdvtdepwNHdEd0Y88My,https://api.spotify.com/v1/audio-analysis/2e7mdvtdepwNHdEd0Y88My,4.15845,4
55,6XfW9kVcAajJYUyGl4P7Ah,The Best Of M People,Don't Look Any Further,M People,False,50,0.845,0.634,5,-9.138,0,0.072,0.0534,0.00117,0.0447,0.861,99.863,audio_features,spotify:track:6XfW9kVcAajJYUyGl4P7Ah,https://api.spotify.com/v1/tracks/6XfW9kVcAajJYUyGl4P7Ah,https://api.spotify.com/v1/audio-analysis/6XfW9kVcAajJYUyGl4P7Ah,3.86,4
56,6vGW3d8X48CBaLdU0PQbey,The Best Of M People,Moving on Up,M People,False,62,0.899,0.857,0,-6.128,0,0.037,0.0499,0.0299,0.112,0.961,125.072,audio_features,spotify:track:6vGW3d8X48CBaLdU0PQbey,https://api.spotify.com/v1/tracks/6vGW3d8X48CBaLdU0PQbey,https://api.spotify.com/v1/audio-analysis/6vGW3d8X48CBaLdU0PQbey,3.592216666666667,4
57,1ixbwbeBi5ufN4noUKmW5a,Kala,Paper Planes,M.I.A.,False,79,0.447,0.848,2,-6.175,1,0.222,0.033,7.46e-05,0.65,0.485,172.253,audio_features,spotify:track:1ixbwbeBi5ufN4noUKmW5a,https://api.spotify.com/v1/tracks/1ixbwbeBi5ufN4noUKmW5a,https://api.spotify.com/v1/audio-analysis/1ixbwbeBi5ufN4noUKmW5a,3.42,4
58,6nzXkCBOhb2mxctNihOqbb,Matangi,Bad Girls,M.I.A.,False,75,0.639,0.912,1,-2.621,1,0.0615,0.00107,0.0,0.097,0.343,143.448,audio_features,spotify:track:6nzXkCBOhb2mxctNihOqbb,https://api.spotify.com/v1/tracks/6nzXkCBOhb2mxctNihOqbb,https://api.spotify.com/v1/audio-analysis/6nzXkCBOhb2mxctNihOqbb,3.792,4
59,1B75hgRqe7A4fwee3g3Wmu,Please Hammer Don't Hurt 'Em,U Can't Touch This,MC Hammer,False,75,0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,audio_features,spotify:track:1B75hgRqe7A4fwee3g3Wmu,https://api.spotify.com/v1/tracks/1B75hgRqe7A4fwee3g3Wmu,https://api.spotify.com/v1/audio-analysis/1B75hgRqe7A4fwee3g3Wmu,4.289333333333333,4
60,0l7CcMTq1k965KZPaAtsmR,Please Hammer Don't Hurt 'Em,Pray,MC Hammer,False,43,0.967,0.631,6,-12.426,0,0.137,0.000347,5.48e-05,0.488,0.898,121.437,audio_features,spotify:track:0l7CcMTq1k965KZPaAtsmR,https://api.spotify.com/v1/tracks/0l7CcMTq1k965KZPaAtsmR,https://api.spotify.com/v1/audio-analysis/0l7CcMTq1k965KZPaAtsmR,5.22,4
61,5kruxMsxFfAadntmuoDVTj,The Best Of Kora & Maanam Volume II,Szare miraże,Maanam,False,51,0.463,0.795,4,-9.582,0,0.0511,0.000585,0.0,0.0495,0.888,172.706,audio_features,spotify:track:5kruxMsxFfAadntmuoDVTj,https://api.spotify.com/v1/tracks/5kruxMsxFfAadntmuoDVTj,https://api.spotify.com/v1/audio-analysis/5kruxMsxFfAadntmuoDVTj,3.6226666666666665,4
62,70X7swUO33mrChUj4JSnbW,Miłość jest cudowna (1975-2015),Krakowski spleen,Maanam,False,51,0.609,0.59,11,-6.306,0,0.0257,0.172,0.00321,0.339,0.693,99.755,audio_features,spotify:track:70X7swUO33mrChUj4JSnbW,https://api.spotify.com/v1/tracks/70X7swUO33mrChUj4JSnbW,https://api.spotify.com/v1/audio-analysis/70X7swUO33mrChUj4JSnbW,4.655783333333333,4
63,6QuyeVbqBT9uV5qxx131VO,Miłość jest cudowna (1975-2015),Lucciola,Maanam,False,32,0.723,0.549,11,-8.263,0,0.0931,0.109,0.00898,0.0753,0.861,115.837,audio_features,spotify:track:6QuyeVbqBT9uV5qxx131VO,https://api.spotify.com/v1/tracks/6QuyeVbqBT9uV5qxx131VO,https://api.spotify.com/v1/audio-analysis/6QuyeVbqBT9uV5qxx131VO,4.317116666666666,4
64,5TAf4lnZCZTLlZHNZMLFLi,On How Life Is,I Try,Macy Gray,False,74,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,audio_features,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/tracks/5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/audio-analysis/5TAf4lnZCZTLlZHNZMLFLi,3.990666666666667,4
65,3N0F0Q3VNFkSFqTkhQ14kq,On How Life Is,Still,Macy Gray,False,49,0.609,0.631,11,-6.957,1,0.0545,0.0622,4.01e-05,0.0671,0.476,143.938,audio_features,spotify:track:3N0F0Q3VNFkSFqTkhQ14kq,https://api.spotify.com/v1/tracks/3N0F0Q3VNFkSFqTkhQ14kq,https://api.spotify.com/v1/audio-analysis/3N0F0Q3VNFkSFqTkhQ14kq,4.25155,4
66,1z3ugFmUKoCzGsI6jdY4Ci,Celebration (double disc version),Like a Prayer,Madonna,False,74,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11e-05,0.181,0.257,111.037,audio_features,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci,https://api.spotify.com/v1/tracks/1z3ugFmUKoCzGsI6jdY4Ci,https://api.spotify.com/v1/audio-analysis/1z3ugFmUKoCzGsI6jdY4Ci,5.711333333333333,4
67,2II03llydk4YnkBBvoYB3B,Ray of Light,Frozen,Madonna,False,64,0.602,0.616,1,-10.917,1,0.0353,0.662,0.0153,0.149,0.31,108.017,audio_features,spotify:track:2II03llydk4YnkBBvoYB3B,https://api.spotify.com/v1/tracks/2II03llydk4YnkBBvoYB3B,https://api.spotify.com/v1/audio-analysis/2II03llydk4YnkBBvoYB3B,6.122216666666667,4
68,6r8k1vznHrzlEKYxL4dZEe,True Blue,La Isla Bonita,Madonna,False,73,0.724,0.822,1,-4.374,0,0.0333,0.304,1.38e-05,0.0553,0.964,99.9,audio_features,spotify:track:6r8k1vznHrzlEKYxL4dZEe,https://api.spotify.com/v1/tracks/6r8k1vznHrzlEKYxL4dZEe,https://api.spotify.com/v1/audio-analysis/6r8k1vznHrzlEKYxL4dZEe,4.04555,4
69,6A8OnjnpShshNpcqWtZRjr,True Blue,Papa Don't Preach,Madonna,False,66,0.833,0.934,5,-3.243,0,0.0313,0.343,7.55e-06,0.0521,0.964,121.879,audio_features,spotify:track:6A8OnjnpShshNpcqWtZRjr,https://api.spotify.com/v1/tracks/6A8OnjnpShshNpcqWtZRjr,https://api.spotify.com/v1/audio-analysis/6A8OnjnpShshNpcqWtZRjr,4.47555,4
70,0EYSAcArOvu8Pfqo347B2Y,Omen - The Story Continues,In The Middle Of The Night,Magic Affair,False,47,0.75,0.791,0,-9.886,0,0.0341,0.107,0.00282,0.0772,0.755,139.871,audio_features,spotify:track:0EYSAcArOvu8Pfqo347B2Y,https://api.spotify.com/v1/tracks/0EYSAcArOvu8Pfqo347B2Y,https://api.spotify.com/v1/audio-analysis/0EYSAcArOvu8Pfqo347B2Y,6.3726666666666665,4
71,0J3tqHTOXhVDtlxwel1suS,Omen - The Story Continues,Give Me All Your Love,Magic Affair,False,35,0.64,0.677,2,-12.3,1,0.0386,0.00307,0.429,0.17,0.265,136.009,audio_features,spotify:track:0J3tqHTOXhVDtlxwel1suS,https://api.spotify.com/v1/tracks/0J3tqHTOXhVDtlxwel1suS,https://api.spotify.com/v1/audio-analysis/0J3tqHTOXhVDtlxwel1suS,6.354883333333333,4
72,73wIT3gQqOe4HyWRAMt3x4,Duck Rock,Double Dutch,Malcolm McLaren,False,42,0.59,0.762,0,-13.134,1,0.342,0.201,0.0205,0.912,0.885,119.549,audio_features,spotify:track:73wIT3gQqOe4HyWRAMt3x4,https://api.spotify.com/v1/tracks/73wIT3gQqOe4HyWRAMt3x4,https://api.spotify.com/v1/audio-analysis/73wIT3gQqOe4HyWRAMt3x4,4.69895,4
73,75SqjGbzUnlQzytV5UzKER,Fans,Madam Butterfly (Un Bel Di Vedremo),Malcolm McLaren,False,42,0.451,0.651,11,-14.925,1,0.089,0.141,1.11e-06,0.303,0.451,101.67,audio_features,spotify:track:75SqjGbzUnlQzytV5UzKER,https://api.spotify.com/v1/tracks/75SqjGbzUnlQzytV5UzKER,https://api.spotify.com/v1/audio-analysis/75SqjGbzUnlQzytV5UzKER,6.49445,4
74,5legkLUDyq0qOg4TR7wUAs,Overcomer,Overcomer,Mandisa,False,58,0.697,0.944,7,-2.796,0,0.0327,0.00173,0.000162,0.32,0.846,119.994,audio_features,spotify:track:5legkLUDyq0qOg4TR7wUAs,https://api.spotify.com/v1/tracks/5legkLUDyq0qOg4TR7wUAs,https://api.spotify.com/v1/audio-analysis/5legkLUDyq0qOg4TR7wUAs,3.727116666666667,4
75,2Dplh79xsRHr2ZfVPvEXbz,Freedom,Not Guilty,Mandisa,False,27,0.265,0.542,5,-4.911,1,0.0325,0.369,6.03e-06,0.244,0.117,129.653,audio_features,spotify:track:2Dplh79xsRHr2ZfVPvEXbz,https://api.spotify.com/v1/tracks/2Dplh79xsRHr2ZfVPvEXbz,https://api.spotify.com/v1/audio-analysis/2Dplh79xsRHr2ZfVPvEXbz,4.584216666666666,4
76,39LCZiWAinuJQ4v3uiaMO0,Never For Nothing,Never For Nothing,Margaret Becker,False,22,0.557,0.279,0,-14.583,0,0.0307,0.292,6.53e-06,0.0748,0.166,81.299,audio_features,spotify:track:39LCZiWAinuJQ4v3uiaMO0,https://api.spotify.com/v1/tracks/39LCZiWAinuJQ4v3uiaMO0,https://api.spotify.com/v1/audio-analysis/39LCZiWAinuJQ4v3uiaMO0,3.78955,4
77,6yTvTVEahugJGk11zQJkEq,Grace,Deep Calling Deep,Margaret Becker,False,24,0.553,0.613,4,-8.684,1,0.0331,0.444,2.71e-05,0.0757,0.426,116.76,audio_features,spotify:track:6yTvTVEahugJGk11zQJkEq,https://api.spotify.com/v1/tracks/6yTvTVEahugJGk11zQJkEq,https://api.spotify.com/v1/audio-analysis/6yTvTVEahugJGk11zQJkEq,3.772666666666667,4
78,1kMOJBmpfWD9fir6st9uqS,Music Box,Without You,Mariah Carey,False,63,0.576,0.526,6,-8.524,1,0.0325,0.323,2.01e-06,0.0548,0.147,122.06,audio_features,spotify:track:1kMOJBmpfWD9fir6st9uqS,https://api.spotify.com/v1/tracks/1kMOJBmpfWD9fir6st9uqS,https://api.spotify.com/v1/audio-analysis/1kMOJBmpfWD9fir6st9uqS,3.5611166666666665,4
79,6xkryXuiZU360Lngd4sx13,Daydream,Fantasy,Mariah Carey,False,79,0.669,0.727,7,-7.588,1,0.0353,0.139,0.0,0.123,0.807,102.322,audio_features,spotify:track:6xkryXuiZU360Lngd4sx13,https://api.spotify.com/v1/tracks/6xkryXuiZU360Lngd4sx13,https://api.spotify.com/v1/audio-analysis/6xkryXuiZU360Lngd4sx13,4.058216666666667,4
80,4FCb4CUbFCMNRkI6lYc1zI,Music Box,Hero,Mariah Carey,False,62,0.501,0.378,4,-9.37,1,0.029,0.735,0.0,0.119,0.178,119.987,audio_features,spotify:track:4FCb4CUbFCMNRkI6lYc1zI,https://api.spotify.com/v1/tracks/4FCb4CUbFCMNRkI6lYc1zI,https://api.spotify.com/v1/audio-analysis/4FCb4CUbFCMNRkI6lYc1zI,4.29555,4
81,5GkvrnHYjCZhpuevV3KaU1,Plenty,Moje serce,Marika,False,38,0.813,0.547,9,-7.078,0,0.149,0.432,0.0,0.12,0.939,152.029,audio_features,spotify:track:5GkvrnHYjCZhpuevV3KaU1,https://api.spotify.com/v1/tracks/5GkvrnHYjCZhpuevV3KaU1,https://api.spotify.com/v1/audio-analysis/5GkvrnHYjCZhpuevV3KaU1,3.2428833333333333,4
82,3Z2lsBSqzQzP6Siy5eRcTd,Plenty,Cieciowa,Marika,False,5,0.936,0.865,8,-7.278,0,0.179,0.151,0.00187,0.0679,0.862,107.476,audio_features,spotify:track:3Z2lsBSqzQzP6Siy5eRcTd,https://api.spotify.com/v1/tracks/3Z2lsBSqzQzP6Siy5eRcTd,https://api.spotify.com/v1/audio-analysis/3Z2lsBSqzQzP6Siy5eRcTd,2.6666666666666665,4
83,1Dsd1Nu06UbNmelEhPxKgB,"A Singles Collection 1982-1992: Six of One, Half-Dozen of the Other",Kayleigh,Marillion,False,52,0.562,0.671,2,-7.21,1,0.0269,0.0188,0.00378,0.0947,0.595,106.002,audio_features,spotify:track:1Dsd1Nu06UbNmelEhPxKgB,https://api.spotify.com/v1/tracks/1Dsd1Nu06UbNmelEhPxKgB,https://api.spotify.com/v1/audio-analysis/1Dsd1Nu06UbNmelEhPxKgB,4.056883333333333,4
84,0fFotmAiRwLfpogfYs48PQ,"A Singles Collection 1982-1992: Six of One, Half-Dozen of the Other",Lavender,Marillion,False,51,0.331,0.55,9,-6.112,1,0.0311,0.309,0.1,0.0875,0.228,138.071,audio_features,spotify:track:0fFotmAiRwLfpogfYs48PQ,https://api.spotify.com/v1/tracks/0fFotmAiRwLfpogfYs48PQ,https://api.spotify.com/v1/audio-analysis/0fFotmAiRwLfpogfYs48PQ,3.736,4
85,0ZeKQudydO2uQJpfr6gNC8,The Golden Age Of Grotesque,Tainted Love,Marilyn Manson,False,64,0.622,0.876,8,-7.779,1,0.0728,0.00107,1.83e-06,0.292,0.537,142.017,audio_features,spotify:track:0ZeKQudydO2uQJpfr6gNC8,https://api.spotify.com/v1/tracks/0ZeKQudydO2uQJpfr6gNC8,https://api.spotify.com/v1/audio-analysis/0ZeKQudydO2uQJpfr6gNC8,3.34045,4
86,6SyutgkQfLKfcsWvmh02k2,Personal Jesus,Personal Jesus,Marilyn Manson,False,60,0.573,0.942,2,-5.259,1,0.124,0.000246,0.00514,0.524,0.278,130.147,audio_features,spotify:track:6SyutgkQfLKfcsWvmh02k2,https://api.spotify.com/v1/tracks/6SyutgkQfLKfcsWvmh02k2,https://api.spotify.com/v1/audio-analysis/6SyutgkQfLKfcsWvmh02k2,4.1113333333333335,4
87,5P13mfqn9o3ToFPTxowEgO,The Golden Age Of Grotesque,This Is The New Shit,Marilyn Manson,True,63,0.566,0.869,2,-6.084,1,0.1,0.000916,0.00346,0.114,0.647,178.113,audio_features,spotify:track:5P13mfqn9o3ToFPTxowEgO,https://api.spotify.com/v1/tracks/5P13mfqn9o3ToFPTxowEgO,https://api.spotify.com/v1/audio-analysis/5P13mfqn9o3ToFPTxowEgO,4.3277833333333335,4
88,5HNGDpTuCJEc8PjOJRzZbV,Marilyn Monroe 50th Anniversary Album,I Wanna Be Loved By You,Marilyn Monroe,False,0,0.376,0.297,5,-13.283,1,0.0351,0.771,0.00113,0.0736,0.584,126.528,audio_features,spotify:track:5HNGDpTuCJEc8PjOJRzZbV,https://api.spotify.com/v1/tracks/5HNGDpTuCJEc8PjOJRzZbV,https://api.spotify.com/v1/audio-analysis/5HNGDpTuCJEc8PjOJRzZbV,3.003216666666667,4
89,0cPKVQbHZdcA8Ah9ATkkFb,The Very Best Of Marilyn Monroe,Happy Birthday Mr. President,Marilyn Monroe,False,29,0.22,0.986,11,-9.93,1,0.346,0.956,0.0334,0.371,0.0387,81.754,audio_features,spotify:track:0cPKVQbHZdcA8Ah9ATkkFb,https://api.spotify.com/v1/tracks/0cPKVQbHZdcA8Ah9ATkkFb,https://api.spotify.com/v1/audio-analysis/0cPKVQbHZdcA8Ah9ATkkFb,0.7566666666666667,3
90,65f8Ca4HbZCMLhpZPTHW4O,Sailing To Philadelphia,What It Is,Mark Knopfler,False,60,0.624,0.682,6,-7.274,0,0.0302,0.615,0.252,0.288,0.432,122.084,audio_features,spotify:track:65f8Ca4HbZCMLhpZPTHW4O,https://api.spotify.com/v1/tracks/65f8Ca4HbZCMLhpZPTHW4O,https://api.spotify.com/v1/audio-analysis/65f8Ca4HbZCMLhpZPTHW4O,4.93155,4
91,0bxm2gT6406WT9QY1mz4tu,Cal,The Long Road,Mark Knopfler,False,46,0.347,0.235,7,-17.775,1,0.0287,0.0501,0.129,0.0759,0.0586,92.422,audio_features,spotify:track:0bxm2gT6406WT9QY1mz4tu,https://api.spotify.com/v1/tracks/0bxm2gT6406WT9QY1mz4tu,https://api.spotify.com/v1/audio-analysis/0bxm2gT6406WT9QY1mz4tu,7.328883333333334,4
